license_numbers,premise_address,_id,name_of_license,business_name,latitude,longitude,postal_code
SW18B79P000,"9 TRACTOR ROAD, S(627970)",140,MURUGAN TRADERS PTE LTD,-,1.32447647411575,103.705852113344,627970
SW18F69X000,"451 BUKIT BATOK WEST AVENUE 6, #01-10 MULTI STOREY CAR PARK, S(650451)",141,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.35303824882883,103.743948447541,650451
SW18G66X000,"34 BOON LEAT TERRACE (PART OF), S(119866)",142,HONESTBEE PTE. LTD.,HABITAT BY HONESTBEE,1.27604518583221,103.797187337697,119866
SW19707V000,"14 TUAS AVENUE 1, #01-01 JTC SPACE @ TUAS, S(639499)",143,BALU SUPER MARKET PTE. LTD.,BALU SUPERMARKET,1.32156874356655,103.660993360337,639499
SW19869J000,"292 BUKIT BATOK EAST AVENUE 6, #01-02 MULTI STOREY CAR PARK, S(650292)",144,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.34449810500079,103.755375174334,650292
SW19934B000,"1 HARBOURFRONT WALK, #B2-23A VIVO CITY, S(098585)",145,SONG FISH DEALER PTE LTD,THE SEAFOOD MARKET PLACE BY SONG FISH,1.26389581240004,103.821589247996,098585
SW19A15B000,"8 TECH PARK CRESCENT, #01-00, S(638124)",146,NIHI PTE. LTD.,NIHI MINI MART,1.31097333406367,103.629405094456,638124
SW19G50C000,"40 TUAS VIEW SQUARE, #01-03 LANDBASE INDUSTRIAL BUILDING, S(637779)",147,LAMIAH ENTERPRISE PTE. LTD.,LAMIAH MINIMART,1.3004756660875,103.628812048159,637779
W02065N000,"101 THOMSON ROAD, #B1-52 UNITED SQUARE, S(307591)",148,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.31717838140911,103.843773665257,307591
W02066L000,"211 HOLLAND AVENUE, #01-05 HOLLAND ROAD SHOPPING CENTRE, S(278967)",149,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.31025541884853,103.795350439947,278967
W02068J000,"1 KIM SENG PROMENADE, #B1-18/19 GREAT WORLD CITY, S(237994)",150,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.2931549290701,103.831928020443,237994
C85274C000,"BLK 345 JURONG EAST STREET 31, #01-29, S(600345)",151,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.34551210586754,103.731219146294,600345
C99107C000,"1 JURONG WEST CENTRAL 2, #B1-26 JURONG POINT SHOPPING CENTRE, S(648886)",152,SONG FISH DEALER PTE LTD,The Seafood Market Place by Song Fish,1.3394520043632,103.706685012926,648886
CE04086K000,"57 DAWSON ROAD, #01-01 DAWSON PLACE, S(142057)",153,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.29270252655148,103.810971835374,142057
CE04334P000,"233 ANG MO KIO AVENUE 3, #01-1168, S(560233)",154,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.36754924977907,103.836740628478,560233
CE04558K000,"108 MCNAIR ROAD, #01-295, S(321108)",155,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.3216190383169,103.859382719506,321108
CE04561V000,"19 SERANGOON NORTH AVENUE 5, #01-01/02, S(554913)",156,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.37563500157221,103.871996419103,554913
CE05039P000,"201 YISHUN AVENUE 2, #01-03 KHATIB MRT STATION, S(769092)",157,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.41758906054002,103.833061043125,769092
CE05096V000,"316B ANG MO KIO STREET 31, #01-11 MULTI STOREY CAR PARK, S(563316)",158,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT,1.36462540270464,103.847677034369,563316
CE05295K000,"71 KALLANG BAHRU, #02-531, S(330071)",159,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.3209929422065,103.870389998344,330071
CE05380X000,"491 RIVER VALLEY ROAD, #01-20, S(248371)",160,LITTLE FARMS PTE. LTD.,LITTLE FARMS,1.2930360423149,103.827124966831,248371
CE05487V000,"1 JALAN BUKIT MERAH, #01-4500, S(150001)",161,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28645354030174,103.808242400418,150001
CE06044N000,"491 RIVER VALLEY ROAD, #01-14 VALLEY POINT, S(248371)",162,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.2930360423149,103.827124966831,248371
CE06464C000,"501 BUKIT TIMAH ROAD, #01-02 CLUNY COURT, S(259760)",163,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.32257316934913,103.814245542255,259760
CE06L48L000,"10 SINARAN DRIVE, #04-47/48 SQUARE 2, S(307506)",164,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.32061258625866,103.844331494859,307506
CE06M36N000,"53 ANG MO KIO AVENUE 3, #B2-40, S(569933)",165,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE XTRA,1.36922321403001,103.848467911464,569933
CE07320C000,"43 CAMBRIDGE ROAD, #01-15, S(210043)",166,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.31536302699791,103.849434501824,210043
CE07705A000,"30 GREENWOOD AVENUE HILLCREST PARK, S(289230)",167,SWISS BUTCHERY (2013) PRIVATE LIMITED,SWISS BUTCHERY,1.33176092057825,103.806586709072,289230
CE07783P000,"88 TANGLIN HALT ROAD, #01-10 MULTI STOREY CAR PARK, S(141088)",168,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.301864727407,103.798174301286,141088
CE07B77K000,"370 ALEXANDRA ROAD, #B1-58 ANCHORPOINT, S(159953)",169,FISHOP PTE. LTD.,FISHOP,1.28901158945676,103.805330963707,159953
CE07D83B000,"5 UPPER BOON KENG ROAD, #01-05 MULTI STOREY CAR PARK, S(380005)",170,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.31265449628072,103.872541799007,380005
CE07T39B000,"10 SINARAN DRIVE, #04-55 SQUARE 2, S(307506)",171,L M MEAT PTE. LTD.,Mmmm!,1.32061258625866,103.844331494859,307506
CE08015J000,"18 /20 KIM TIAN ROAD KAI FOOK MANSION, S(169252)",172,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28481163840571,103.829306826998,169252
CE08808B000,"56 TANGLIN ROAD, #01-02, S(247964)",173,SWISS BUTCHERY PTE LTD,swiss butchery,1.30564366948369,103.822979236558,247964
W02070V000,"290 ORCHARD ROAD, #B1-14/15 THE PARAGON, S(238859)",176,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30371084737898,103.83526664484,238859
W02071X000,"391A ORCHARD ROAD, #B2-01 NGEE ANN CITY TOWER A, S(238873)",177,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30242417189411,103.834676124723,238873
W02072P000,"302 TIONG BAHRU ROAD, #B1-01 TIONG BAHRU PLAZA, S(168732)",178,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28647119992725,103.827158267789,168732
W02073N000,"163 TANGLIN ROAD, #B1-02/03 TANGLIN MALL, S(247933)",179,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30485342129478,103.823883490852,247933
W02074L000,"238 THOMSON ROAD, #01-29 NOVENA SQUARE, S(307683)",180,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.31983049912881,103.843976528625,307683
W02075K000,"230 VICTORIA STREET, #B1-16 BUGIS JUNCTION, S(188024)",181,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30011789343093,103.856191571652,188024
W02076J000,"5 BANDA STREET, #03-92, S(050005)",182,HONG HENG SENG,fish supplier,1.28119737026913,103.843437320613,050005
W02078C000,"350 ORCHARD ROAD, #B1-00 SHAW HOUSE, S(238868)",183,ISETAN (SINGAPORE) LIMITED,ISETAN SUPERMARKET,1.30573060708011,103.831531920982,238868
W02080P000,"252 NORTH BRIDGE ROAD, #B1-01 RAFFLES CITY SHOPPING CENTRE, S(179103)",184,COLD STORAGE SINGAPORE (1983) PTE LTD,Market Place,1.29407644483073,103.853331827088,179103
W02081N000,"5001 BEACH ROAD, #02-64 GOLDEN MILE COMPLEX, S(199588)",185,LOH NYEN YIU,thai supermarket,1.30285776289789,103.865284424819,199588
W02083K000,"166 BUKIT MERAH CENTRAL, #01-3527 02-3531 BUKIT MERAH AREA OFFICE, S(150166)",186,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28309262574973,103.817667202598,150166
W02086C000,"50 HAVELOCK ROAD, #01-755, S(160050)",187,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28977813992267,103.826793758887,160050
W02088A000,"68 ORCHARD ROAD, #B2-15/16 PLAZA SINGAPURA, S(238839)",188,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30082071769235,103.845067272666,238839
W02092J000,"5 TANJONG PAGAR PLAZA, #01-01, S(081005)",189,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.27624052001347,103.843006115698,081005
W02096A000,"81 CLEMENCEAU AVENUE, #02-18, S(239917)",190,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.2921646613958,103.842601482192,239917
W02100V000,"109 BUKIT PURMEI ROAD, #01-155, S(090109)",191,NG CHAI SENG,-,1.27392939929265,103.825310761145,090109
W02140C000,"200 TURF CLUB ROAD THE GRANDSTAND, S(287994)",192,HAO MART PTE. LTD.,HAO MART,1.33879673523931,103.793256122847,287994
W02239E000,"131 KILLINEY ROAD, #01-01,02 ORCHARD GRAND COURT, S(239571)",193,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.29727531417916,103.838533924757,239571
W02332N000,"52 CHIN SWEE ROAD, #01-25, S(160052)",194,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.28708278284998,103.841580109275,160052
W02430L000,"501 BUKIT TIMAH ROAD, #01-05B (PART OF) CLUNY COURT, S(259760)",195,THE FISHWIVES PTE. LTD.,THE FISHWIVES,1.32257316934913,103.814245542255,259760
W03142N000,"147 SYED ALWI ROAD, S(207706)",196,MUSTAFA HOLDINGS PTE LTD,Mustafa Singapore,1.30975299910627,103.855701473372,207706
W03223N000,"780 YISHUN RING ROAD, #01-3546, S(760780)",197,KAI SOON SUPERMARKET PTE. LTD.,KAI SOON SUPERMARKET,1.42213865295029,103.832882657874,760780
W70029L000,"170 STIRLING ROAD, #01-1147, S(140170)",198,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.29090918077067,103.803107626115,140170
W72014K000,"86 REDHILL CLOSE, #01-610, S(150086)",199,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT,1.2869200622963,103.818673592235,150086
W74072X000,"8 TELOK BLANGAH CRESCENT, #01-171, S(090008)",200,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT,1.27779539068994,103.819341303524,090008
W89166E000,"176 ORCHARD ROAD, #B1-09/11 CENTREPOINT SHOPPING COMPLEX, S(238843)",201,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30151446722773,103.840054426935,238843
W90084A000,"133 NEW BRIDGE ROAD, #B1-01 CHINATOWN POINT, S(059413)",202,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28533894878838,103.845015574621,059413
CE09685B000,"20 GREENWOOD AVENUE HILLCREST PARK, S(289215)",203,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.33149129253859,103.806809027748,289215
CE09744N000,"5 ALJUNIED ROAD, S(389797)",204,YEO HOCK HENG,-,1.31357604994103,103.881877795334,389797
CE09874X000,"2 MARINA BOULEVARD, #B1-05 SAIL @ MARINA BAY, THE, S(018987)",205,AL MARCHE PTE. LTD.,MINI MART,1.28076943476846,103.852658562152,018987
CE09902A000,"7 GREENDALE AVENUE GREENDALE COURT, S(289504)",206,NG LIAN TEE,NG LIAN TEE,1.33166476661284,103.807033788637,289504
CE09H10X000,"180 KITCHENER ROAD, #B1-09/10 CITY SQUARE MALL, S(208539)",207,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.31147744952234,103.856780762986,208539
CE10085L000,"230 GEYLANG ROAD #B1-01 & #01-01, S(389290)",208,PRB TRADING PTE. LTD.,PRB TRADING,1.31208817725995,103.877388748956,389290
CE10B87J000,"383 BUKIT TIMAH ROAD, #01-09A ALOCASSIA APARTMENTS, S(259727)",209,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.31946441191454,103.827297599465,259727
CE10I13B000,"225 OUTRAM ROAD, S(169038)",210,FOODIE MARKET PLACE PTE. LTD.,FOODIE MARKET PLACE,1.2834507756763,103.835371238027,169038
CE11B47P000,"32 LORONG 11 GEYLANG, S(388724)",211,HAO MART PTE. LTD.,HAO MART,1.31346903148114,103.877004748853,388724
CE11C49E000,"26 JALAN MEMBINA, #01-07, S(161026)",212,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT,1.28263437649669,103.825595753657,161026
CE11F41C000,"150 SILAT AVENUE, #01-44, S(160150)",213,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP,1.27707706824333,103.831425856916,160150
CE11H82X000,"24 WATERLOO STREET, #02-01 JEWISH SYNAGOGUE, S(187950)",214,"Jewish Welfare Board, Singapore, The",KOSHER SHOP,1.2982732827961,103.850599503474,187950
CE11M39P000,"6 SCOTTS ROAD #B1-03/07 & #B1-10 SCOTTS SQUARE, S(228209)",215,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.30587085289598,103.83312044675,228209
CE11N90C000,"712 ANG MO KIO AVENUE 6, #01-4056, S(560712)",216,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.3714109677026,103.847084468485,560712
CE11P32L000,"1 SELETAR ROAD, #01-11 GREENWICH, THE, S(807011)",217,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.38760330190633,103.869423629864,807011
CE12096L000,"1 JALAN BERSEH, #B1-03/22 NEW WORLD CENTRE, S(209037)",218,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.30778509510261,103.857010982845,209037
CE12546B000,"301 GEYLANG ROAD #01-02, #02-01/02/03/04/05 BCH@301, S(389344)",219,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.31272401096588,103.878705403249,389344
CE12695A000,"74 WHAMPOA DRIVE, #01-332, S(320074)",220,HAO MART PTE. LTD.,HAO MART,1.32471579654689,103.857752875203,320074
CE12H50C000,"100 TRAS STREET, #B1-01 100 AM, S(079027)",221,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST,1.27458821795426,103.84347073661,079027
CE12H94B000,"542B SERANGOON NORTH AVENUE 3, #02-01 MUTLI STOREY CAR PARK, S(552542)",222,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET,1.37368393003779,103.871416978631,552542
CE12J32X000,"2 ANG MO KIO DRIVE, #01-12 ITE COLLEGE CENTRAL, S(567720)",223,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.37750946084273,103.85641349382,567720
CE12V01C000,"16 JALAN KURAS SEMBAWANG HILLS ESTATE, S(577729)",224,HAO MART PTE. LTD.,HAO MART,1.37307949457834,103.829630839283,577729
CE13539N000,"583 ORCHARD ROAD #B1-05/06/07/08/09 FORUM, S(238884)",225,SUPERNATURE PTE LTD,SUPERNATURE,1.30619579912712,103.828509016327,238884
CE13O90C000,"20 AH HOOD ROAD, #02-01, S(329984)",226,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST,1.32694504456951,103.846554377679,329984
CE13R25C000,"447A JALAN KAYU, #01-02, S(791447)",227,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.3921382852483,103.872490556246,791447
CE13S05E000,"249 JALAN KAYU, S(799473)",228,HAMINI PTE. LTD.,LABIBA ENTERPRISE,1.39657691054767,103.872860366695,799473
CE13Z03L000,"3 TEMASEK BOULEVARD SUNTEC CITY MALL (#B1-150 TO #B1-159), S(038983)",229,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT HYPERFRESH,1.29487905002429,103.857675494346,038983
CE13Z38L000,"12 MARINA VIEW, #01-06/08 ASIA SQUARE TOWER 2 (3 Units: 6, 7 & 8), S(018961)",230,AP HOUSE PTE. LTD.,AP,1.27830729633252,103.850795180871,018961
CE13Z98K000,"808 FRENCH ROAD, #01-01 KITCHENER COMPLEX, S(200808)",231,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.30891935878626,103.861725539085,200808
CE14938E000,"133 NEW BRIDGE ROAD, #B1-26 CHINATOWN POINT, S(059413)",232,SONG FISH DEALER PTE LTD,SONG FISH- SEAFOOD MARKET PLACE,1.28533894878838,103.845015574621,059413
CE14G71E000,"16 ENGGOR STREET ALTEZ (UNITS: #01-05/06/07/08), S(079717)",233,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.27461794103822,103.844319553688,079717
CE14G73B000,"12 KALLANG AVENUE, #01-47 APERIA, S(339511)",234,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30974242032355,103.864101647509,339511
CE14L50J000,"33 SENGKANG WEST AVENUE, #B2-24 THE SELETAR MALL, S(797653)",235,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST,1.39130622992517,103.876085067727,797653
CE14Q85A000,"310 GEYLANG ROAD, S(389349)",236,B & S MINI MART PTE. LTD.,B&S MINIMART,1.31245131450842,103.879622127227,389349
CE15023A000,"8 SELETAR NORTH LINK, #G1-03 PPT LODGE 1A, S(797455)",237,GW TRADER PTE. LTD.,GW MINIMART,1.41862641855621,103.896776225815,797455
CE15042P000,"2 SELETAR NORTH LINK, #01-38 PPT LODGE 1B, S(797601)",238,D-RON INVESTMENTS PTE. LTD.,HOME SUPERMART,1.41730513025161,103.8962032079,797601
CE15577J000,"442 ORCHARD ROAD, #B1-01/11 ORCHARD HOTEL, S(238879)",239,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30766860940267,103.828164396352,238879
CE15695V000,"279 SENGKANG EAST AVENUE, #01-06 MULTI STOREY CAR PARK, S(540279)",240,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.38621835522425,103.89299549602,540279
CE15B61K000,"330 ANCHORVALE STREET, #01-01, S(540330)",241,U STARS SUPERMARKET PTE. LTD.,U STARS SUPERMARKET,1.3968497990014,103.889246755784,540330
CE15G35E000,"20 LENGKOK BAHRU, #01-13, S(159053)",243,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.28686170538596,103.813904189286,159053
CE15J25N000,"85 DAWSON ROAD, #01-01 MULTI STOREY CAR PARK, S(141085)",244,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.29531966312622,103.809758591447,141085
CE16445A000,"809 FRENCH ROAD, #03-31 KITCHENER COMPLEX, S(200809)",245,MAHOTA FOOD PTE. LTD.,MAHOTA COMMUNE,1.3083939667367,103.862059784174,200809
CE16913J000,"473 FERNVALE STREET, #01-06 FERNVALE RIVERGROVE, S(790473)",246,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.39779874741053,103.881698806174,790473
CE16E64A000,"106 HENDERSON CRESCENT, #01-47 HENDERSONVILLE, S(150106)",247,HAO MART PTE. LTD.,HAO MART,1.28942607947152,103.822276781927,150106
CE16I13V000,"68 ORCHARD ROAD, #B2-17 PLAZA SINGAPURA, S(238839)",248,IROHA INTERNATIONAL PTE. LTD.,IROHA MART,1.30082071769235,103.845067272666,238839
CE16K18V000,"574 ANG MO KIO AVENUE 10, #01-1847, S(560574)",249,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP,1.37089456931834,103.856396509138,560574
CE16M43E000,"7 WALLICH STREET, #B2-06 TANJONG PAGAR CENTRE, S(078884)",250,LITTLE FARMS PTE. LTD.,LITTLE FARMS,1.27679934512004,103.845460373051,078884
CE17174A000,"118 HOLLAND AVENUE, #B1-01/10 RAFFLES HOLLAND V, S(278997)",251,TASTE (SINGAPORE) PRIVATE LIMITED,TASTE SINGAPORE,1.31052977905883,103.796105203103,278997
CE17A46V000,"222 BISHAN STREET 23, #01-K1, S(570222)",252,HAO MART PTE. LTD.,HAO MART,1.3580352499992,103.848208486822,570222
CE17A77E000,"1 JALAN DUSUN, #01-09/10 ONE DUSUN RESIDENCES, S(329363)",253,CAVEMEN PTE. LTD.,CAVEMEN,1.32696539864482,103.84367423097,329363
CE17E43B000,"410A SIN MING AVENUE, #01-02 MULTI STOREY CAR PARK, S(571410)",254,HAO MART PTE. LTD.,HAO MART,1.36321586325047,103.83544535822,571410
CE17F56J000,"133 NEW BRIDGE ROAD, #B1-11 CHINATOWN POINT, S(059413)",255,IROHA INTERNATIONAL PTE. LTD.,IROHA MART,1.28533894878838,103.845015574621,059413
CE17J36N000,"5 STRAITS VIEW, #B2-15/16 THE HEART, S(018935)",256,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.27752628872267,103.85293534419,018935
CE17K55B000,"30 BENDEMEER ROAD, #01-871 BENDEMEER VILLE, S(330030)",257,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP,1.319303367127,103.86404981515,330030
CE17L02A000,"95 LORONG 4 TOA PAYOH, #01-68 TOA PAYOH PALM SPRING, S(310095)",258,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE SHOP,1.338974038346,103.849002148998,310095
CE17L45A000,"181 ORCHARD ROAD, #B2-01/03 ORCHARD CENTRAL, S(238896)",259,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI,1.30072350356704,103.839692368177,238896
CE17M26A000,"17 JALAN TENTERAM, #01-128, S(321017)",260,HAO MART PTE. LTD.,HAO MART,1.32821169071169,103.859812573047,321017
CE17M36X000,"146 JALAN BUKIT MERAH, #01-1074, S(160146)",261,HAO MART PTE. LTD.,HAO MART,1.27784876576774,103.830811459909,160146
CE17P14L000,"3 TEMASEK BOULEVARD, #01-616 SUNTEC CITY MALL, S(038983)",262,SF (313) PTE. LTD.,SF FARM MART,1.29487905002429,103.857675494346,038983
CE17Q32B000,"417 FERNVALE LINK, #01-11 MULTI STOREY CAR PARK, S(790417)",263,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.39158622983505,103.879874611419,790417
CE17Q33A000,"338 ANCHORVALE CRESCENT, #01-11 MULTI STOREY CAR PARK, S(540338)",264,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.39922772538912,103.88965593061,540338
CE18A78X000,"100 TRAS STREET, #02-01/05 100 AM, S(079027)",265,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI,1.27458821795426,103.84347073661,079027
CE18I13C000,"3 LORONG LIPUT, #01-04 HOLLAND VILLAGE CORNER, S(277725)",266,LITTLE FARMS PTE. LTD.,LITTLE FARMS,1.31064349551562,103.795246166084,277725
CE18P85X000,"111 SOMERSET ROAD, #01-01/02 TRIPLEONE SOMERSET, S(238164)",267,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST,1.30019272342804,103.837362540861,238164
CE18R47X000,"991 BUANGKOK LINK, #01-28 MULTI STOREY CAR PARK, S(530991)",268,PRIME SUPERMARKET (1996) PTE LTD,PRIME SUPERMARKET,1.38433426615655,103.881623070164,530991
CE18T11J000,"8A MARINA BOULEVARD, #B2-44-50 MARINA BAY LINK MALL, S(018984)",269,COLD STORAGE SINGAPORE (1983) PTE LTD,JO BY COLD STORAGE,1.28046794331672,103.85347014858,018984
CE18T88K000,"180 KITCHENER ROAD, #B2-06 CITY SQUARE MALL, S(208539)",270,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI,1.31147744952234,103.856780762986,208539
CE18W55K000,"803 KING GEORGE'S AVENUE, #01-168, S(200803)",271,HAO MART PTE. LTD.,HAO MART,1.30811749102335,103.861188606169,200803
CE19351J000,"2 BAYFRONT AVENUE, #01-29 MARINA BAY SANDS, S(018972)",272,COLD STORAGE SINGAPORE (1983) PTE LTD,Jasons Deli By Cold Storage,1.28332249857386,103.857629111139,018972
CE19392L000,"15 DEMPSEY ROAD, S(249675)",273,CULINA PTE. LTD.,CULINA,1.30518823313112,103.810314282281,249675
CE19799X000,"991 BUANGKOK LINK, #01-24/25 MULTI STOREY CAR PARK, S(530991)",274,SUZYAMEER FROZEN PTE. LTD.,SUZYAMEER FROZEN,1.38433426615655,103.881623070164,530991
CE19878A000,"10 SINARAN DRIVE, #B1-01/85 SQUARE 2, S(307506)",275,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI,1.32061258625866,103.844331494859,307506
CE19910L000,"107 NORTH BRIDGE ROAD, #B1-10, S(179105)",276,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST,1.29124400604241,103.849984790048,179105
CE19987N000,"51 UPPER SERANGOON ROAD, #01-30-32 THE POIZ CENTRE, S(347697)",277,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE,1.33130351440716,103.868076452861,347697
CE19A43K000,"351 ANCHORVALE ROAD, #01-05 MULTI STOREY CAR PARK, S(540351)",278,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.39332786581517,103.886617625113,540351
CE19H85N000,"6 EU TONG SEN STREET, #B1-11-24 THE CENTRAL, S(059817)",279,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI,1.28886291624461,103.846555999235,059817
CE19I23N000,"1 KIM SENG PROMENADE, #B2-111 GREAT WORLD CITY, S(237994)",280,MEIDI-YA SINGAPORE CO (PTE) LTD,MEIDI-YA SUPERMARKET,1.2931549290701,103.831928020443,237994
CE19K92V000,"116 JALAN TENTERAM, #01-02 MULTI STOREY CAR PARK, S(320116)",281,HAO MART PTE. LTD.,HAO MART,1.32769993704525,103.861236369481,320116
E02026P000,"20 EASTWOOD ROAD, #01-07/09 EASTWOOD CENTRE, S(486442)",282,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.32144768095064,103.955419464473,486442
E02027N000,"80 MARINE PARADE ROAD, #B1-84 PARKWAY PARADE SHOPPING CENTRE, S(449269)",283,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE,1.30108003311455,103.90528181445,449269
E02028L000,"266 SERANGOON CENTRAL DRIVE, #01-255, S(550266)",284,COLD STORAGE SINGAPORE (1983) PTE LTD,Giant Supermarket.,1.35323198383248,103.871472595608,550266
E02030B000,"306 UBI AVENUE 1, #01-185, S(400306)",285,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT,1.32987117232209,103.901930369733,400306
E02032V000,"539A BEDOK NORTH STREET 3, #01-477 BEDOK NORTH AREA OFFICE, S(461539)",286,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG,1.33240230571086,103.925500595677,461539
E02033X000,"509 BEDOK NORTH STREET 3, #01-121, S(460509)",287,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT SUPER,1.33317541870197,103.931265025162,460509
