year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1988,0,SGN,Y,SERANGOON CTRL,0,264,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3959
1983,0,TAP,N,TAMPINES ST 21,119,264,0,10,Y,0,N,0,0,43,Y,76,N,0,0,0,0,0,N,3960
2018,0,TP,N,TOA PAYOH EAST,140,264,0,36,Y,0,N,0,0,0,N,140,N,0,0,0,0,0,N,3961
1978,0,CT,N,WATERLOO ST,127,264,0,18,Y,0,N,0,3,124,N,0,N,0,0,0,0,0,N,3962
1985,0,YS,N,YISHUN ST 22,110,264,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,3963
2006,0,SK,N,COMPASSVALE BOW,50,264A,0,17,Y,0,N,0,0,0,N,50,N,0,0,0,0,0,N,3964
2014,0,PG,N,PUNGGOL WAY,128,264A,0,17,Y,0,N,0,32,0,N,32,Y,59,0,5,0,0,N,3965
2005,0,SK,N,COMPASSVALE BOW,64,264B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3966
2006,0,SK,N,COMPASSVALE BOW,64,264C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3967
2006,0,SK,N,COMPASSVALE BOW,64,264D,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3968
2006,0,SK,N,COMPASSVALE BOW,64,264E,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3969
2006,0,SK,N,COMPASSVALE BOW,64,264F,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3970
1991,0,BH,N,BISHAN ST 24,84,265,0,16,Y,0,N,0,17,0,N,67,N,0,0,0,0,0,N,3971
1993,0,JW,N,BOON LAY DR,56,265,0,15,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,3972
1985,0,BB,N,BT BATOK EAST AVE 4,142,265,2,12,Y,0,N,0,0,118,Y,21,N,0,0,0,0,1,N,3973
2006,0,SK,N,COMPASSVALE LINK,0,265,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,3974
1989,0,SGN,N,SERANGOON CTRL DR,0,265,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,3975
1983,0,TAP,N,TAMPINES ST 21,135,265,0,10,Y,0,N,0,0,45,N,90,Y,0,0,0,0,0,N,3976
1997,0,JE,N,TOH GUAN RD,135,265,0,25,Y,0,N,0,90,0,N,45,N,0,0,0,0,0,N,3977
1985,0,YS,N,YISHUN ST 22,154,265,0,11,Y,0,N,0,52,0,N,102,Y,0,0,0,0,0,N,3978
2006,0,SK,N,COMPASSVALE LINK,64,265A,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3979
2013,0,PG,N,PUNGGOL WAY,128,265A,0,17,Y,0,N,0,32,0,N,32,N,60,0,4,0,0,N,3980
2006,0,SK,N,COMPASSVALE LINK,64,265B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3981
2013,0,PG,N,PUNGGOL WAY,64,265B,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,3982
2006,0,SK,N,COMPASSVALE LINK,64,265C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3983
2013,0,PG,N,PUNGGOL WAY,64,265C,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,3984
2006,0,SK,N,COMPASSVALE BOW,64,265D,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3985
2013,0,PG,N,PUNGGOL WAY,64,265D,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,3986
2005,0,SK,N,COMPASSVALE BOW,64,265E,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3987
1991,0,BH,N,BISHAN ST 24,69,266,0,16,Y,0,N,0,15,0,N,54,N,0,0,0,0,0,N,3988
1993,0,JW,N,BOON LAY DR,56,266,0,15,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,3989
1985,0,BB,N,BT BATOK EAST AVE 4,112,266,0,12,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,3990
2005,0,SK,Y,COMPASSVALE BOW,0,266,0,8,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3991
1993,0,PRC,N,PASIR RIS ST 21,37,266,37,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3992
2013,0,PG,Y,PUNGGOL WAY,0,266,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,3993
1990,0,SGN,N,SERANGOON CTRL DR,0,266,0,5,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,3994
1983,0,TAP,N,TAMPINES ST 21,126,266,0,10,Y,0,N,0,0,45,N,81,N,0,0,0,0,0,N,3995
1997,0,JE,N,TOH GUAN RD,86,266,0,10,Y,0,N,0,0,0,N,86,N,0,0,0,0,0,N,3996
1985,0,YS,N,YISHUN ST 22,110,266,0,12,Y,0,N,0,0,65,N,44,Y,0,0,0,0,1,N,3997
2005,0,SK,N,COMPASSVALE BOW,64,266A,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,3998
2014,0,PG,N,PUNGGOL WAY,120,266A,0,17,Y,0,N,0,30,0,N,30,Y,53,0,7,0,0,N,3999
2006,0,SK,N,COMPASSVALE BOW,64,266B,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4000
2014,0,PG,N,PUNGGOL WAY,112,266B,0,17,Y,0,N,0,0,48,N,64,N,0,0,0,0,0,N,4001
2006,0,SK,N,COMPASSVALE BOW,64,266C,0,17,Y,0,N,0,0,0,N,64,N,0,0,0,0,0,N,4002
2014,0,PG,N,PUNGGOL WAY,112,266C,0,17,Y,0,N,0,0,48,Y,64,N,0,0,0,0,0,N,4003
2006,0,SK,N,COMPASSVALE BOW,0,266D,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4004
2013,0,PG,N,PUNGGOL WAY,64,266D,0,17,Y,0,N,0,32,0,N,32,N,0,0,0,0,0,N,4005
1991,0,BH,N,BISHAN ST 24,76,267,0,11,Y,0,N,0,0,0,N,76,Y,0,0,0,0,0,N,4006
1997,0,JW,N,BOON LAY DR,84,267,0,15,Y,0,N,0,56,0,N,28,N,0,0,0,0,0,N,4007
1985,0,BB,N,BT BATOK EAST AVE 4,143,267,0,11,Y,0,N,0,1,101,N,41,Y,0,0,0,0,0,N,4008
2005,0,SK,Y,COMPASSVALE LINK,0,267,0,7,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4009
1993,0,PRC,N,PASIR RIS ST 21,37,267,37,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4010
2011,0,PG,Y,PUNGGOL FIELD,0,267,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4011
1995,0,SGN,N,SERANGOON AVE 3,0,267,0,3,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,4012
1982,0,TAP,N,TAMPINES ST 21,305,267,1,11,Y,0,N,0,0,199,Y,105,Y,0,0,0,0,0,N,4013
1997,0,JE,N,TOH GUAN RD,135,267,0,25,Y,0,N,0,90,0,N,45,N,0,0,0,0,0,N,4014
1984,0,YS,N,YISHUN ST 22,32,267,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,4015
2005,0,SK,N,COMPASSVALE LINK,95,267A,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4016
1993,0,PRC,N,PASIR RIS ST 21,0,267A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4017
2011,0,PG,N,PUNGGOL FIELD,89,267A,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4018
1997,0,JE,Y,TOH GUAN RD,0,267A,0,5,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4019
2005,0,SK,N,COMPASSVALE LINK,93,267B,0,17,Y,0,N,0,32,0,N,61,N,0,0,0,0,0,N,4020
2011,0,PG,N,PUNGGOL FIELD,89,267B,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4021
2011,0,PG,N,PUNGGOL FIELD,58,267C,0,16,Y,0,N,0,45,0,N,13,N,0,0,0,0,0,N,4022
1991,0,BH,N,BISHAN ST 24,99,268,0,18,Y,0,N,0,11,0,Y,88,N,0,0,0,0,0,N,4023
2000,0,JW,Y,BOON LAY DR,0,268,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4024
1985,0,BB,N,BT BATOK EAST AVE 4,88,268,0,12,Y,0,N,0,0,0,N,88,Y,0,0,0,0,0,N,4025
2005,0,SK,N,COMPASSVALE LINK,0,268,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4026
1993,0,PRC,N,PASIR RIS ST 21,42,268,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4027
2012,0,PG,N,PUNGGOL FIELD,0,268,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4028
1984,0,TAP,N,TAMPINES ST 21,120,268,0,11,Y,0,N,0,100,0,N,20,N,0,0,0,0,0,N,4029
1997,0,JE,N,TOH GUAN RD,87,268,0,16,Y,0,N,0,15,0,N,72,N,0,0,0,0,0,N,4030
1984,0,YS,N,YISHUN ST 22,32,268,0,4,Y,0,N,0,0,24,N,8,N,0,0,0,0,0,N,4031
1991,0,BH,Y,BISHAN ST 24,0,268A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4032
2000,0,JW,N,BOON LAY DR,65,268A,0,16,Y,0,N,0,50,0,N,15,N,0,0,0,0,0,N,4033
2004,0,SK,N,COMPASSVALE LINK,95,268A,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4034
2011,0,PG,N,PUNGGOL FIELD,59,268A,0,16,Y,0,N,0,30,0,N,29,N,0,0,0,0,0,N,4035
2000,0,JW,N,BOON LAY DR,92,268B,0,16,Y,0,N,0,61,0,N,31,N,0,0,0,0,0,N,4036
2004,0,SK,N,COMPASSVALE LINK,95,268B,0,17,Y,0,N,0,32,0,N,63,N,0,0,0,0,0,N,4037
2011,0,PG,N,PUNGGOL FIELD,89,268B,0,16,Y,0,N,0,2,0,N,87,N,0,0,0,0,0,N,4038
2000,0,JW,N,BOON LAY DR,107,268C,0,16,Y,0,N,0,61,0,N,46,N,0,0,0,0,0,N,4039
2004,0,SK,N,COMPASSVALE LINK,96,268C,0,17,Y,0,N,0,32,0,N,64,N,0,0,0,0,0,N,4040
2011,0,PG,N,PUNGGOL FIELD,89,268C,0,16,Y,0,N,0,2,0,N,87,N,0,0,0,0,0,N,4041
2004,0,SK,N,COMPASSVALE LINK,96,268D,0,17,Y,0,N,0,32,0,N,64,N,0,0,0,0,0,N,4042
2011,0,PG,N,PUNGGOL FIELD,89,268D,0,16,Y,0,N,0,17,0,N,72,Y,0,0,0,0,0,N,4043
1991,0,BH,N,BISHAN ST 24,80,269,0,21,Y,0,N,0,0,0,Y,80,N,0,0,0,0,0,N,4044
1984,0,BB,N,BT BATOK EAST AVE 4,124,269,0,11,Y,0,N,0,0,83,N,41,N,0,0,0,0,0,N,4045
2004,0,SK,Y,COMPASSVALE LINK,0,269,0,6,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4046
1993,0,PRC,N,PASIR RIS ST 21,42,269,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4047
2012,0,PG,N,PUNGGOL FIELD,0,269,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4048
1983,0,CT,N,QUEEN ST,0,269,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4049
1982,0,TAP,N,TAMPINES ST 21,182,269,2,10,Y,0,N,0,0,163,N,17,N,0,0,0,0,0,N,4050
1997,0,JE,N,TOH GUAN RD,135,269,0,25,Y,0,N,0,90,0,N,45,Y,0,0,0,0,0,N,4051
1985,0,YS,N,YISHUN ST 22,151,269,0,12,Y,0,N,0,7,77,N,67,N,0,0,0,0,0,N,4052
2004,0,SK,N,COMPASSVALE LINK,94,269A,0,17,Y,0,N,0,32,0,N,62,N,0,0,0,0,0,N,4053
1993,0,PRC,Y,PASIR RIS ST 21,0,269A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4054
2011,0,PG,N,PUNGGOL FIELD,89,269A,0,16,Y,0,N,0,17,0,Y,72,N,0,0,0,0,0,N,4055
1983,0,CT,N,QUEEN ST,32,269A,0,7,Y,0,N,0,0,28,N,4,N,0,0,0,0,0,N,4056
2015,0,YS,N,YISHUN ST 22,238,269A,0,15,Y,0,Y,0,0,0,Y,0,N,0,140,0,98,0,N,4057
2004,0,SK,N,COMPASSVALE LINK,99,269B,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4058
1993,0,PRC,N,PASIR RIS ST 21,0,269B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4059
2011,0,PG,N,PUNGGOL FIELD,89,269B,0,16,Y,0,N,0,2,0,Y,87,N,0,0,0,0,0,N,4060
1983,0,CT,N,QUEEN ST,138,269B,0,23,Y,0,N,0,1,43,N,94,N,0,0,0,0,0,N,4061
2015,0,YS,N,YISHUN ST 22,238,269B,0,15,Y,0,N,0,0,0,N,0,N,0,140,0,98,0,N,4062
2005,0,SK,N,COMPASSVALE LINK,99,269C,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4063
2011,0,PG,N,PUNGGOL FIELD,89,269C,0,16,Y,0,N,0,17,0,N,72,N,0,0,0,0,0,N,4064
1983,0,CT,N,QUEEN ST,31,269C,0,7,Y,0,N,0,1,26,N,4,N,0,0,0,0,0,N,4065
2005,0,SK,N,COMPASSVALE LINK,99,269D,0,17,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,4066
1995,0,GL,N,BALAM RD,89,27,0,19,Y,0,N,0,36,0,N,53,N,0,0,0,0,0,N,4067
1971,0,KWN,N,BENDEMEER RD,0,27,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4068
1991,0,BD,N,CHAI CHEE RD,72,27,0,18,Y,0,N,0,31,0,N,41,N,0,0,0,0,0,N,4069
1975,0,QT,N,DOVER CRES,96,27,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,4070
2011,0,QT,N,GHIM MOH LINK,280,27,0,40,Y,0,N,0,0,76,N,117,N,0,0,87,0,0,N,4071
1978,0,CT,N,JLN BERSEH,3,27,0,2,Y,0,N,0,0,0,Y,0,N,0,0,0,0,3,N,4072
1963,0,KWN,N,JLN BAHAGIA,118,27,0,10,Y,0,N,0,0,116,N,2,N,0,0,0,0,0,N,4073
2008,0,BM,N,JLN MEMBINA,0,27,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4074
1949,0,BM,N,LIM LIAK ST,16,27,0,4,Y,0,N,0,0,16,N,0,N,0,0,0,0,0,N,4075
1974,0,MP,N,MARINE CRES,96,27,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,4076
1976,0,WL,N,MARSILING DR,120,27,0,13,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,4077
1976,0,BD,N,NEW UPP CHANGI RD,232,27,0,14,Y,0,N,0,2,230,N,0,Y,0,0,0,0,0,N,4078
1962,0,QT,N,TANGLIN HALT RD,109,27,0,10,Y,0,N,0,0,79,N,5,N,0,0,25,0,0,N,4079
1975,0,BM,N,TELOK BLANGAH WAY,156,27,0,14,Y,0,N,0,0,0,N,156,Y,0,0,0,0,0,N,4080
1970,0,TP,N,TOA PAYOH EAST,198,27,0,11,Y,0,N,0,0,198,N,0,N,0,0,0,0,0,N,4081
1999,0,GL,N,BALAM RD,0,27A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4082
1991,0,BD,N,CHAI CHEE RD,0,27A,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4083
2007,0,BM,N,JLN MEMBINA,150,27A,0,27,Y,0,N,0,0,0,N,150,N,0,0,0,0,0,N,4084
2007,0,BM,N,JLN MEMBINA,92,27B,0,24,Y,0,N,0,46,0,N,46,N,0,0,0,0,0,N,4085
1988,0,BP,N,BANGKIT RD,154,270,0,13,Y,0,N,0,48,0,N,106,Y,0,0,0,0,0,N,4086
1991,0,BH,N,BISHAN ST 24,71,270,0,14,Y,0,N,0,8,0,Y,63,N,0,0,0,0,0,N,4087
1993,0,PRC,N,PASIR RIS ST 21,42,270,42,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4088
2011,0,PG,Y,PUNGGOL FIELD,0,270,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4089
2009,0,CT,N,QUEEN ST,0,270,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,4090
2008,0,SK,Y,SENGKANG CTRL,0,270,0,5,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4091
1984,0,TAP,N,TAMPINES ST 21,223,270,1,11,Y,0,N,0,0,180,N,42,Y,0,0,0,0,0,N,4092
1997,0,JE,N,TOH GUAN RD,111,270,0,21,Y,0,N,0,74,0,N,37,N,0,0,0,0,0,N,4093
1985,0,YS,N,YISHUN ST 22,110,270,0,12,Y,0,N,0,0,66,N,44,Y,0,0,0,0,0,N,4094
2011,0,PG,N,PUNGGOL FIELD,89,270A,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4095
2008,0,SK,N,SENGKANG CTRL,100,270A,0,16,Y,0,N,0,0,0,N,100,Y,0,0,0,0,0,N,4096
2011,0,PG,N,PUNGGOL FIELD,89,270B,0,16,Y,0,N,0,32,0,N,57,Y,0,0,0,0,0,N,4097
2011,0,PG,N,PUNGGOL FIELD,58,270C,0,16,Y,0,N,0,45,0,N,13,N,0,0,0,0,0,N,4098
1987,0,BP,N,BANGKIT RD,18,271,0,4,Y,0,N,0,5,0,N,13,N,0,0,0,0,0,N,4099
1991,0,BH,N,BISHAN ST 24,93,271,0,14,Y,0,N,0,8,0,Y,85,N,0,0,0,0,0,N,4100
1985,0,BB,N,BT BATOK EAST AVE 4,99,271,0,10,Y,0,N,0,1,83,Y,15,N,0,0,0,0,0,N,4101
1992,0,CCK,N,CHOA CHU KANG AVE 2,64,271,64,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4102
2001,0,JW,Y,JURONG WEST ST 24,0,271,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4103
1993,0,PRC,N,PASIR RIS ST 21,44,271,44,8,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4104
2012,0,PG,N,PUNGGOL WALK,0,271,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4105
1978,0,CT,N,QUEEN ST,187,271,0,20,Y,0,N,0,5,182,Y,0,Y,0,0,0,0,0,N,4106
2008,0,SK,N,SENGKANG CTRL,0,271,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4107
1984,0,TAP,N,TAMPINES ST 21,205,271,0,11,Y,0,N,0,0,129,N,76,Y,0,0,0,0,0,N,4108
1997,0,JE,N,TOH GUAN RD,111,271,0,21,Y,0,N,0,74,0,N,37,Y,0,0,0,0,0,N,4109
1984,0,YS,N,YISHUN ST 22,32,271,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,4110
2001,0,JW,N,JURONG WEST ST 24,91,271A,0,16,Y,0,N,0,44,0,N,47,N,0,0,0,0,0,N,4111
2012,0,PG,N,PUNGGOL WALK,120,271A,0,16,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,4112
2008,0,SK,N,SENGKANG CTRL,90,271A,0,16,Y,0,N,0,0,0,N,90,Y,0,0,0,0,0,N,4113
2001,0,JW,N,JURONG WEST ST 24,91,271B,0,16,Y,0,N,0,44,0,N,47,N,0,0,0,0,0,N,4114
2012,0,PG,N,PUNGGOL WALK,90,271B,0,16,Y,0,N,0,32,0,N,58,N,0,0,0,0,0,N,4115
2008,0,SK,N,SENGKANG CTRL,92,271B,0,16,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,4116
2001,0,JW,N,JURONG WEST ST 24,88,271C,0,16,Y,0,N,0,88,0,N,0,N,0,0,0,0,0,N,4117
2012,0,PG,N,PUNGGOL WALK,118,271C,0,16,Y,0,N,0,30,0,N,88,N,0,0,0,0,0,N,4118
2008,0,SK,N,SENGKANG CTRL,92,271C,0,16,Y,0,N,0,0,0,N,92,N,0,0,0,0,0,N,4119
2002,0,JW,N,JURONG WEST ST 24,88,271D,0,16,Y,0,N,0,58,0,N,30,N,0,0,0,0,0,N,4120
2012,0,PG,N,PUNGGOL WALK,88,271D,0,16,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,4121
1987,0,BP,N,BANGKIT RD,88,272,0,12,Y,0,N,0,40,0,N,48,Y,0,0,0,0,0,N,4122
1991,0,BH,N,BISHAN ST 24,110,272,0,12,Y,0,N,0,0,0,Y,110,N,0,0,0,0,0,N,4123
1985,0,BB,N,BT BATOK EAST AVE 4,109,272,0,10,Y,0,N,0,0,93,Y,16,N,0,0,0,0,0,N,4124
1992,0,CCK,N,CHOA CHU KANG AVE 2,51,272,51,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4125
2002,0,JW,N,JURONG WEST ST 24,0,272,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4126
1993,0,PRC,N,PASIR RIS ST 21,80,272,0,8,Y,0,N,0,50,0,Y,30,N,0,0,0,0,0,N,4127
2012,0,PG,N,PUNGGOL WALK,0,272,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4128
2007,0,SK,N,SENGKANG CTRL,0,272,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4129
1983,0,TAP,N,TAMPINES ST 22,213,272,1,11,Y,0,N,0,0,76,Y,136,N,0,0,0,0,0,N,4130
1997,0,JE,N,TOH GUAN RD,135,272,0,25,Y,0,N,0,90,0,N,45,Y,0,0,0,0,0,N,4131
1985,0,YS,N,YISHUN ST 22,114,272,0,12,Y,0,N,0,40,0,N,74,N,0,0,0,0,0,N,4132
2002,0,JW,N,JURONG WEST ST 24,87,272A,0,16,Y,0,N,0,30,0,N,57,N,0,0,0,0,0,N,4133
2012,0,PG,N,PUNGGOL WALK,88,272A,0,16,Y,0,N,0,30,0,N,58,N,0,0,0,0,0,N,4134
1993,0,PRC,Y,PASIR RIS ST 21,0,272A,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4135
2008,0,SK,N,SENGKANG CTRL,106,272A,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4136
2014,0,SK,Y,SENGKANG EAST AVE,0,281,0,7,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4299
2002,0,JW,N,JURONG WEST ST 24,90,272B,0,16,Y,0,N,0,90,0,N,0,N,0,0,0,0,0,N,4137
2012,0,PG,N,PUNGGOL WALK,88,272B,0,16,Y,0,N,0,30,0,N,58,N,0,0,0,0,0,N,4138
2008,0,SK,N,SENGKANG CTRL,106,272B,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4139
2002,0,JW,N,JURONG WEST ST 24,90,272C,0,16,Y,0,N,0,44,0,N,46,N,0,0,0,0,0,N,4140
2012,0,PG,N,PUNGGOL WALK,89,272C,0,16,Y,0,N,0,32,0,N,57,N,0,0,0,0,0,N,4141
2008,0,SK,N,SENGKANG CTRL,106,272C,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4142
2002,0,JW,N,JURONG WEST ST 24,90,272D,0,16,Y,0,N,0,44,0,N,46,N,0,0,0,0,0,N,4143
2012,0,PG,N,PUNGGOL WALK,88,272D,0,16,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,4144
2008,0,SK,N,SENGKANG CTRL,106,272D,0,15,Y,0,N,0,0,0,N,106,N,0,0,0,0,0,N,4145
1987,0,BP,N,BANGKIT RD,100,273,12,12,Y,0,N,0,40,0,N,48,N,0,0,0,0,0,N,4146
2011,0,BH,N,BISHAN ST 24,0,273,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4147
1985,0,BB,N,BT BATOK EAST AVE 4,0,273,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,4148
1992,0,CCK,N,CHOA CHU KANG AVE 2,52,273,52,14,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,4149
2007,0,SK,N,COMPASSVALE LINK,0,273,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4150
1999,0,JW,Y,JURONG WEST AVE 3,0,273,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4151
1993,0,PRC,N,PASIR RIS ST 21,90,273,0,9,Y,0,N,0,49,0,Y,41,N,0,0,0,0,0,N,4152
2011,0,PG,Y,PUNGGOL PL,0,273,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4153
1983,0,TAP,N,TAMPINES ST 22,120,273,0,11,Y,0,N,0,0,30,N,90,Y,0,0,0,0,0,N,4154
1997,0,JE,N,TOH GUAN RD,76,273,0,10,Y,0,N,0,0,0,N,76,N,0,0,0,0,0,N,4155
1985,0,YS,N,YISHUN ST 22,110,273,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,4156
2011,0,BH,N,BISHAN ST 24,160,273A,0,40,Y,0,N,0,80,0,N,80,N,0,0,0,0,0,N,4157
2007,0,SK,N,COMPASSVALE LINK,56,273A,0,16,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4158
1999,0,JW,N,JURONG WEST AVE 3,98,273A,0,15,Y,0,N,0,70,0,N,28,Y,0,0,0,0,0,N,4159
2011,0,PG,N,PUNGGOL PL,90,273A,0,16,Y,0,N,0,0,0,N,90,N,0,0,0,0,0,N,4160
1993,0,PRC,N,PASIR RIS ST 21,0,273A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4161
1997,0,JE,Y,TOH GUAN RD,0,273A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,4162
2011,0,BH,N,BISHAN ST 24,160,273B,0,40,Y,0,N,0,120,0,N,40,N,0,0,0,0,0,N,4163
2007,0,SK,N,COMPASSVALE LINK,56,273B,0,16,Y,0,N,0,0,0,N,56,N,0,0,0,0,0,N,4164
1999,0,JW,N,JURONG WEST AVE 3,115,273B,0,15,Y,0,N,0,70,0,N,45,N,0,0,0,0,0,N,4165
2011,0,PG,N,PUNGGOL PL,93,273B,0,16,Y,0,N,0,47,0,N,46,N,0,0,0,0,0,N,4166
2011,0,BH,N,BISHAN ST 24,0,273C,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,4167
2007,0,SK,N,COMPASSVALE LINK,112,273C,0,16,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4168
2000,0,JW,N,JURONG WEST AVE 3,100,273C,0,15,Y,0,N,0,70,0,N,30,N,0,0,0,0,0,N,4169
2011,0,PG,N,PUNGGOL PL,89,273C,0,16,Y,0,N,0,44,0,Y,45,N,0,0,0,0,0,N,4170
2008,0,SK,N,COMPASSVALE LINK,112,273D,0,16,Y,0,N,0,0,0,N,112,N,0,0,0,0,0,N,4171
1999,0,JW,N,JURONG WEST AVE 3,114,273D,0,15,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,4172
