year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1991,0,HG,N,HOUGANG CTRL,108,830,0,19,Y,0,N,0,16,0,Y,92,N,0,0,0,0,0,N,11505
1992,0,JW,N,JURONG WEST ST 81,56,830,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11506
1985,0,TAP,N,TAMPINES ST 82,71,830,0,4,Y,0,N,0,1,54,N,16,N,0,0,0,0,0,N,11507
1986,0,WL,N,WOODLANDS ST 83,65,830,45,12,Y,0,N,0,0,12,N,8,Y,0,0,0,0,0,N,11508
1987,0,YS,N,YISHUN ST 81,110,830,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11509
1990,0,HG,Y,HOUGANG CTRL,0,830A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11510
1992,0,JW,N,JURONG WEST ST 81,56,830A,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11511
1990,0,HG,N,HOUGANG CTRL,84,831,0,11,Y,0,N,0,6,0,N,78,Y,0,0,0,0,0,N,11512
1992,0,JW,N,JURONG WEST ST 81,56,831,56,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11513
1985,0,TAP,N,TAMPINES ST 83,72,831,0,4,Y,0,N,0,0,56,N,16,N,0,0,0,0,0,N,11514
1987,0,WL,N,WOODLANDS ST 83,72,831,0,10,Y,0,N,0,54,0,N,18,N,0,0,0,0,0,N,11515
1992,0,JW,N,JURONG WEST ST 81,0,831A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11516
1991,0,HG,N,HOUGANG CTRL,75,832,0,19,Y,0,N,0,13,0,N,62,N,0,0,0,0,0,N,11517
1992,0,JW,N,JURONG WEST ST 81,100,832,0,11,Y,0,N,0,60,0,N,40,N,0,0,0,0,0,N,11518
1984,0,TAP,N,TAMPINES ST 82,96,832,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,11519
1986,0,WL,N,WOODLANDS ST 83,65,832,45,12,Y,0,N,0,0,12,Y,8,Y,0,0,0,0,0,N,11520
1987,0,YS,N,YISHUN ST 81,88,832,0,12,Y,0,N,0,40,0,N,48,Y,0,0,0,0,0,N,11521
1992,0,JW,Y,JURONG WEST ST 81,0,832A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11522
1990,0,HG,N,HOUGANG CTRL,57,833,57,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11523
1992,0,JW,N,JURONG WEST ST 81,80,833,0,15,Y,0,N,0,42,0,N,38,N,0,0,0,0,0,N,11524
1984,0,TAP,N,TAMPINES ST 83,96,833,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,11525
1987,0,WL,N,WOODLANDS ST 83,20,833,20,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11526
1987,0,YS,N,YISHUN ST 81,110,833,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11527
1990,0,HG,N,HOUGANG CTRL,63,834,63,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11528
1992,0,JW,N,JURONG WEST ST 81,84,834,0,15,Y,0,N,0,56,0,N,28,N,0,0,0,0,0,N,11529
1985,0,TAP,N,TAMPINES ST 82,16,834,0,4,Y,0,N,0,0,8,N,8,N,0,0,0,0,0,N,11530
1986,0,WL,N,WOODLANDS ST 83,65,834,45,12,Y,0,N,0,0,12,Y,8,N,0,0,0,0,0,N,11531
1987,0,YS,N,YISHUN ST 81,50,834,50,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11532
1991,0,HG,N,HOUGANG CTRL,82,835,0,19,Y,0,N,0,10,0,N,72,N,0,0,0,0,0,N,11533
1989,0,JW,N,JURONG WEST ST 81,88,835,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,11534
1985,0,TAP,N,TAMPINES ST 83,16,835,0,4,Y,0,N,0,0,12,Y,4,N,0,0,0,0,0,N,11535
1986,0,WL,N,WOODLANDS ST 83,65,835,45,12,Y,0,N,0,0,12,N,8,N,0,0,0,0,0,N,11536
1987,0,YS,N,YISHUN ST 81,24,835,0,4,Y,0,N,0,6,0,N,18,N,0,0,0,0,0,N,11537
1995,0,HG,N,HOUGANG CTRL,87,836,0,16,Y,0,N,0,52,0,N,35,Y,0,0,0,0,0,N,11538
1992,0,JW,N,JURONG WEST ST 81,119,836,0,15,Y,0,N,0,49,0,Y,70,N,0,0,0,0,0,N,11539
1984,0,TAP,N,TAMPINES ST 82,96,836,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,11540
1994,0,WL,N,WOODLANDS ST 83,64,836,0,11,Y,0,N,0,47,0,N,17,N,0,0,0,0,0,N,11541
1987,0,YS,N,YISHUN ST 81,60,836,60,11,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11542
1995,0,HG,N,HOUGANG CTRL,109,837,0,16,Y,0,N,0,65,0,Y,44,N,0,0,0,0,0,N,11543
1992,0,JW,N,JURONG WEST ST 81,91,837,0,15,Y,0,N,0,50,0,N,41,Y,0,0,0,0,0,N,11544
1984,0,TAP,N,TAMPINES ST 83,96,837,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,11545
1986,0,WL,N,WOODLANDS ST 82,20,837,20,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11546
1987,0,YS,N,YISHUN ST 81,16,837,16,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11547
1992,0,JW,N,JURONG WEST ST 81,0,837A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11548
1995,0,HG,N,HOUGANG CTRL,117,838,0,16,Y,0,N,0,65,0,N,52,N,0,0,0,0,0,N,11549
1989,0,JW,N,JURONG WEST ST 81,88,838,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,11550
1984,0,TAP,N,TAMPINES ST 82,96,838,0,13,Y,0,N,0,0,0,N,96,N,0,0,0,0,0,N,11551
1986,0,WL,N,WOODLANDS ST 82,24,838,24,4,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11552
1987,0,YS,N,YISHUN ST 81,99,838,0,12,Y,0,N,0,40,0,N,59,Y,0,0,0,0,0,N,11553
1995,0,HG,Y,HOUGANG CTRL,0,838A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11554
1992,0,JW,N,JURONG WEST ST 81,84,839,0,15,Y,0,N,0,28,0,N,56,N,0,0,0,0,0,N,11555
1984,0,TAP,N,TAMPINES ST 83,96,839,0,13,Y,0,N,0,0,0,N,96,Y,0,0,0,0,0,N,11556
1994,0,WL,N,WOODLANDS ST 82,77,839,0,12,Y,0,N,0,33,0,N,44,N,0,0,0,0,0,N,11557
1987,0,YS,N,YISHUN ST 81,132,839,0,12,Y,0,N,0,0,66,N,66,Y,0,0,0,0,0,N,11558
1994,0,WL,Y,WOODLANDS ST 82,0,839A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11559
1977,0,BD,N,BEDOK NTH ST 4,71,84,0,4,Y,0,N,0,1,62,Y,8,N,0,0,0,0,0,N,11560
1964,0,QT,N,C'WEALTH CL,74,84,0,10,Y,0,N,0,0,60,N,6,N,0,0,8,0,0,N,11561
1994,0,TP,N,LOR 2 TOA PAYOH,87,84,0,13,Y,0,N,0,24,0,N,63,N,0,0,0,0,0,N,11562
1976,0,MP,N,MARINE PARADE CTRL,0,84,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,11563
1972,0,BM,N,REDHILL LANE,0,84,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,11564
1981,0,BM,N,TELOK BLANGAH HTS,76,84,0,20,Y,0,N,0,76,0,N,0,N,0,0,0,0,0,N,11565
1973,0,KWN,N,WHAMPOA DR,76,84,0,20,Y,0,N,0,0,0,N,76,N,0,0,0,0,0,N,11566
1999,0,QT,Y,C'WEALTH CL,0,84A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11567
1995,0,TP,N,LOR 2 TOA PAYOH,72,84A,0,25,Y,0,N,0,48,0,N,24,N,0,0,0,0,0,N,11568
1995,0,TP,N,LOR 2 TOA PAYOH,82,84B,0,25,Y,0,N,0,48,0,N,34,N,0,0,0,0,0,N,11569
1994,0,TP,Y,LOR 2 TOA PAYOH,0,84C,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11570
1992,0,JW,N,JURONG WEST ST 81,80,840,0,9,Y,0,N,0,48,0,Y,32,N,0,0,0,0,0,N,11571
1985,0,TAP,N,TAMPINES ST 82,124,840,0,11,Y,0,N,0,52,0,Y,72,Y,0,0,0,0,0,N,11572
1985,0,WL,N,WOODLANDS ST 82,114,840,0,12,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,11573
1987,0,YS,N,YISHUN ST 81,132,840,0,12,Y,0,N,0,0,66,N,66,Y,0,0,0,0,0,N,11574
2001,0,YS,Y,YISHUN ST 81,0,840A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11575
1992,0,JW,N,JURONG WEST ST 81,55,841,55,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11576
1985,0,TAP,N,TAMPINES ST 83,124,841,0,11,Y,0,N,0,52,0,Y,72,N,0,0,0,0,0,N,11577
1994,0,WL,N,WOODLANDS ST 82,66,841,0,12,Y,0,N,0,33,0,N,33,N,0,0,0,0,0,N,11578
1987,0,YS,N,YISHUN ST 81,99,841,0,12,Y,0,N,0,40,0,N,59,N,0,0,0,0,0,N,11579
1992,0,JW,Y,JURONG WEST ST 81,0,841A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11580
1992,0,JW,N,JURONG WEST ST 81,55,842,55,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11581
1985,0,GL,N,SIMS AVE,72,842,72,19,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,11582
1985,0,TAP,N,TAMPINES ST 82,124,842,0,11,Y,0,N,0,52,0,Y,72,Y,0,0,0,0,0,N,11583
1985,0,WL,N,WOODLANDS ST 82,136,842,0,12,Y,0,N,0,0,0,Y,136,N,0,0,0,0,0,N,11584
1993,0,TAP,Y,TAMPINES ST 82,0,842A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11585
1993,0,TAP,N,TAMPINES ST 82,132,842B,0,16,Y,0,N,0,71,0,N,61,Y,0,0,0,0,0,N,11586
1993,0,TAP,N,TAMPINES ST 82,94,842C,0,16,Y,0,N,0,56,0,N,38,Y,0,0,0,0,0,N,11587
1993,0,TAP,N,TAMPINES ST 82,97,842D,0,16,Y,0,N,0,45,0,N,52,N,0,0,0,0,0,N,11588
1994,0,TAP,N,TAMPINES ST 82,82,842E,0,16,Y,0,N,0,56,0,N,26,N,0,0,0,0,0,N,11589
1993,0,TAP,N,TAMPINES ST 82,69,842F,0,16,Y,0,N,0,43,0,N,26,N,0,0,0,0,0,N,11590
1994,0,TAP,N,TAMPINES ST 82,135,842G,0,16,Y,0,N,0,56,0,N,79,Y,0,0,0,0,0,N,11591
1994,0,TAP,N,TAMPINES ST 82,132,842H,0,16,Y,0,N,0,71,0,Y,61,N,0,0,0,0,0,N,11592
1992,0,JW,N,JURONG WEST ST 81,70,843,0,15,Y,0,N,0,42,0,N,28,N,0,0,0,0,0,N,11593
1986,0,TAP,N,TAMPINES ST 83,124,843,0,11,Y,0,N,0,52,0,Y,72,N,0,0,0,0,0,N,11594
1985,0,WL,N,WOODLANDS ST 82,136,843,0,12,Y,0,N,0,0,0,N,136,N,0,0,0,0,0,N,11595
1994,0,JW,N,JURONG WEST ST 81,49,844,0,8,Y,0,N,0,21,0,N,28,N,0,0,0,0,0,N,11596
1985,0,GL,N,SIMS AVE,20,844,0,4,Y,0,N,0,0,0,Y,20,N,0,0,0,0,0,N,11597
1985,0,TAP,N,TAMPINES ST 82,18,844,0,4,Y,0,N,0,1,12,Y,5,N,0,0,0,0,0,N,11598
1994,0,WL,N,WOODLANDS AVE 4,66,844,0,12,Y,0,N,0,44,0,N,22,N,0,0,0,0,0,N,11599
1988,0,YS,N,YISHUN ST 81,88,844,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,11600
1994,0,JW,Y,JURONG WEST ST 81,0,844A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11601
1994,0,JW,N,JURONG WEST ST 81,86,845,0,14,Y,0,N,0,27,0,Y,59,N,0,0,0,0,0,N,11602
2016,0,TAP,N,TAMPINES AVE 8,0,878C,0,2,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,11824
1985,0,TAP,N,TAMPINES ST 83,110,845,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11603
1985,0,WL,N,WOODLANDS ST 82,136,845,0,12,Y,0,N,0,0,0,N,136,N,0,0,0,0,0,N,11604
1989,0,YS,N,YISHUN ST 81,0,845,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,11605
1994,0,JW,N,JURONG WEST ST 81,54,846,0,14,Y,0,N,0,53,0,N,1,N,0,0,0,0,0,N,11606
1985,0,GL,N,SIMS AVE,72,846,72,19,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11607
1985,0,TAP,N,TAMPINES ST 82,110,846,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11608
1994,0,WL,N,WOODLANDS AVE 4,77,846,0,12,Y,0,N,0,44,0,N,33,Y,0,0,0,0,0,N,11609
1988,0,YS,N,YISHUN RING RD,36,846,0,4,Y,0,N,0,20,8,Y,8,N,0,0,0,0,0,N,11610
1994,0,WL,Y,WOODLANDS AVE 4,0,846A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11611
1994,0,JW,N,JURONG WEST ST 81,65,847,0,14,Y,0,N,0,39,0,Y,26,N,0,0,0,0,0,N,11612
1985,0,TAP,N,TAMPINES ST 83,110,847,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11613
1985,0,WL,N,WOODLANDS ST 82,74,847,62,12,Y,0,N,0,0,6,N,6,N,0,0,0,0,0,N,11614
1994,0,JW,N,JURONG WEST ST 81,65,848,0,14,Y,0,N,0,39,0,N,26,N,0,0,0,0,0,N,11615
1985,0,GL,N,SIMS AVE,20,848,0,4,Y,0,N,0,0,0,Y,20,N,0,0,0,0,0,N,11616
1985,0,TAP,N,TAMPINES ST 82,110,848,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11617
1985,0,WL,N,WOODLANDS ST 82,72,848,60,12,Y,0,N,0,0,6,Y,6,Y,0,0,0,0,0,N,11618
1988,0,YS,N,YISHUN ST 81,9,848,0,2,Y,0,N,0,7,2,Y,0,N,0,0,0,0,0,N,11619
1988,0,YS,Y,YISHUN ST 81,0,848A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11620
1994,0,JW,N,JURONG WEST ST 81,54,849,0,14,Y,0,N,0,53,0,N,1,N,0,0,0,0,0,N,11621
1986,0,TAP,N,TAMPINES ST 83,32,849,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,11622
1985,0,WL,N,WOODLANDS ST 82,60,849,40,12,Y,0,N,0,10,6,Y,4,N,0,0,0,0,0,N,11623
2002,0,YS,N,YISHUN RING RD,28,849,0,6,Y,0,N,0,0,28,Y,0,N,0,0,0,0,0,N,11624
1977,0,BD,N,BEDOK NTH ST 4,0,85,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,Y,11625
1964,0,QT,N,C'WEALTH CL,100,85,0,10,Y,0,N,0,0,90,N,0,N,0,0,10,0,0,N,11626
1969,0,GL,N,CIRCUIT RD,100,85,0,10,Y,0,N,0,0,100,N,0,N,0,0,0,0,0,N,11627
2015,0,QT,Y,DAWSON RD,0,85,0,7,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,11628
1971,0,TP,N,LOR 4 TOA PAYOH,10,85,0,2,Y,0,N,0,0,10,Y,0,N,0,0,0,0,0,N,11629
1976,0,MP,N,MARINE PARADE CTRL,0,85,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,11630
2016,0,PG,N,PUNGGOL CTRL,0,85,0,3,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,N,11631
2005,0,BM,N,REDHILL LANE,0,85,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,11632
2001,0,BM,N,TELOK BLANGAH HTS,145,85,0,30,Y,0,N,0,87,0,N,58,N,0,0,0,0,0,N,11633
1973,0,KWN,N,WHAMPOA DR,153,85,0,11,Y,0,N,0,7,146,N,0,Y,0,0,0,0,0,N,11634
2000,0,QT,N,C'WEALTH CL,0,85A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11635
1971,0,TP,N,LOR 4 TOA PAYOH,151,85A,0,22,Y,0,N,0,6,145,Y,0,N,0,0,0,0,0,N,11636
1999,0,KWN,Y,WHAMPOA DR,0,85A,0,2,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11637
1971,0,TP,N,LOR 4 TOA PAYOH,155,85B,0,22,Y,0,N,0,1,154,N,0,N,0,0,0,0,0,N,11638
1971,0,TP,N,LOR 4 TOA PAYOH,150,85C,0,22,Y,0,N,0,6,144,N,0,N,0,0,0,0,0,N,11639
1995,0,HG,N,HOUGANG CTRL,55,850,55,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11640
1994,0,JW,N,JURONG WEST ST 81,106,850,0,14,Y,0,N,0,39,0,N,67,Y,0,0,0,0,0,N,11641
1985,0,TAP,N,TAMPINES ST 82,32,850,0,4,Y,0,N,0,0,16,N,16,N,0,0,0,0,0,N,11642
1985,0,WL,N,WOODLANDS ST 82,62,850,42,12,Y,0,N,0,10,6,N,4,N,0,0,0,0,0,N,11643
1987,0,YS,N,YISHUN ST 81,121,850,0,12,Y,0,N,0,58,0,N,63,Y,0,0,0,0,0,N,11644
1995,0,HG,Y,HOUGANG CTRL,0,850A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11645
1995,0,HG,N,HOUGANG CTRL,56,851,56,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11646
1994,0,JW,N,JURONG WEST ST 81,119,851,0,14,Y,0,N,0,40,0,Y,79,N,0,0,0,0,0,N,11647
1985,0,TAP,N,TAMPINES ST 83,110,851,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11648
1995,0,WL,N,WOODLANDS ST 83,100,851,0,11,Y,0,N,0,50,0,Y,50,N,0,0,0,0,0,N,11649
1987,0,YS,N,YISHUN ST 81,88,851,0,12,Y,0,N,0,40,0,N,48,N,0,0,0,0,0,N,11650
1995,0,HG,N,HOUGANG CTRL,56,852,56,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11651
1994,0,JW,N,JURONG WEST ST 81,117,852,0,14,Y,0,N,0,39,0,Y,78,Y,0,0,0,0,0,N,11652
1984,0,TAP,N,TAMPINES ST 82,110,852,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11653
1987,0,WL,N,WOODLANDS ST 83,180,852,0,10,Y,0,N,0,0,0,N,0,Y,0,116,0,64,0,N,11654
1987,0,YS,N,YISHUN ST 81,120,852,0,11,Y,0,N,0,0,60,N,60,Y,0,0,0,0,0,N,11655
1995,0,HG,N,HOUGANG CTRL,66,853,66,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11656
1994,0,JW,N,JURONG WEST ST 81,104,853,0,14,Y,0,N,0,39,0,Y,65,N,0,0,0,0,0,N,11657
1985,0,TAP,N,TAMPINES ST 83,110,853,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11658
1985,0,WL,N,WOODLANDS ST 83,110,853,0,12,Y,0,N,0,0,0,Y,110,Y,0,0,0,0,0,N,11659
1987,0,YS,N,YISHUN RING RD,120,853,0,11,Y,0,N,0,0,60,N,60,N,0,0,0,0,0,N,11660
1994,0,JW,N,JURONG WEST ST 81,101,854,0,10,Y,0,N,0,27,0,Y,74,N,0,0,0,0,0,N,11661
1985,0,TAP,N,TAMPINES ST 82,110,854,0,12,Y,0,N,0,0,66,N,44,Y,0,0,0,0,0,N,11662
1985,0,WL,N,WOODLANDS ST 83,114,854,0,12,Y,0,N,0,0,0,N,114,N,0,0,0,0,0,N,11663
1987,0,YS,N,YISHUN RING RD,66,854,0,12,Y,0,N,0,31,0,N,35,Y,0,0,0,0,0,N,11664
1994,0,JW,Y,JURONG WEST ST 81,0,854A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11665
1994,0,JW,N,JURONG WEST ST 81,66,855,0,14,Y,0,N,0,39,0,N,27,N,0,0,0,0,0,N,11666
1986,0,TAP,N,TAMPINES ST 83,124,855,0,11,Y,0,N,0,52,0,Y,72,Y,0,0,0,0,0,N,11667
1985,0,WL,N,WOODLANDS ST 83,136,855,0,12,Y,0,N,0,0,0,N,136,Y,0,0,0,0,0,N,11668
1987,0,YS,N,YISHUN RING RD,99,855,0,10,Y,0,N,0,46,0,N,53,Y,0,0,0,0,0,N,11669
1995,0,JW,N,JURONG WEST ST 81,0,855A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11670
1994,0,JW,N,JURONG WEST ST 81,103,856,0,14,Y,0,N,0,25,0,N,78,N,0,0,0,0,0,N,11671
1985,0,TAP,N,TAMPINES ST 82,124,856,0,11,Y,0,N,0,52,0,Y,72,Y,0,0,0,0,0,N,11672
1994,0,WL,N,WOODLANDS ST 83,73,856,0,11,Y,0,N,0,20,0,N,53,N,0,0,0,0,0,N,11673
1993,0,TAP,Y,TAMPINES ST 82,0,856A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11674
1994,0,TAP,N,TAMPINES ST 82,78,856B,78,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11675
1994,0,TAP,N,TAMPINES ST 82,80,856C,80,16,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11676
1993,0,TAP,N,TAMPINES ST 82,76,856D,76,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11677
1994,0,TAP,N,TAMPINES ST 82,76,856E,76,15,Y,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,11678
1994,0,TAP,N,TAMPINES ST 82,78,856F,78,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11679
1994,0,JW,N,JURONG WEST ST 81,52,857,0,14,Y,0,N,0,39,0,N,13,N,0,0,0,0,0,N,11680
1987,0,TAP,N,TAMPINES ST 83,80,857,80,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,11681
1994,0,WL,N,WOODLANDS ST 83,60,857,0,11,Y,0,N,0,50,0,N,10,N,0,0,0,0,0,N,11682
1987,0,TAP,N,TAMPINES ST 83,16,857A,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11683
1987,0,TAP,N,TAMPINES ST 83,16,857B,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11684
1994,0,JW,N,JURONG WEST ST 81,90,858,0,14,Y,0,N,0,39,0,N,51,N,0,0,0,0,0,N,11685
1987,0,TAP,N,TAMPINES AVE 5,80,858,80,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,11686
1994,0,WL,N,WOODLANDS ST 83,74,858,0,11,Y,0,N,0,48,0,N,26,N,0,0,0,0,0,N,11687
1987,0,YS,N,YISHUN AVE 4,81,858,0,10,Y,0,N,0,32,0,N,49,Y,0,0,0,0,0,N,11688
1987,0,TAP,N,TAMPINES AVE 5,16,858A,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11689
1987,0,TAP,N,TAMPINES AVE 5,16,858B,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11690
1994,0,JW,N,JURONG WEST ST 81,70,859,70,15,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,11691
1987,0,TAP,N,TAMPINES AVE 5,96,859,0,13,Y,0,N,0,42,0,N,54,N,0,0,0,0,0,N,11692
1994,0,WL,N,WOODLANDS ST 83,70,859,0,11,Y,0,N,0,40,0,Y,30,N,0,0,0,0,0,N,11693
1987,0,YS,N,YISHUN AVE 4,63,859,0,10,Y,0,N,0,32,0,N,31,N,0,0,0,0,0,N,11694
1994,0,JW,Y,JURONG WEST ST 81,0,859A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11695
1987,0,TAP,N,TAMPINES AVE 5,96,859A,0,13,Y,0,N,0,42,0,Y,54,N,0,0,0,0,0,N,11696
1994,0,WL,Y,WOODLANDS ST 83,0,859A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11697
1977,0,BD,N,BEDOK NTH ST 4,19,86,0,4,Y,0,N,0,0,13,Y,6,N,0,0,0,0,0,N,11698
1964,0,QT,N,C'WEALTH CL,100,86,0,10,Y,0,N,0,0,90,N,0,N,0,0,10,0,0,N,11699
1969,0,GL,N,CIRCUIT RD,0,86,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,11700
2015,0,QT,N,DAWSON RD,320,86,0,47,Y,0,N,0,80,0,N,240,N,0,0,0,0,0,N,11701
1994,0,TP,N,LOR 2 TOA PAYOH,72,86,0,10,Y,0,N,0,18,0,N,54,Y,0,0,0,0,0,N,11702
1976,0,MP,N,MARINE PARADE CTRL,0,86,0,4,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,11703
1972,0,BM,N,REDHILL CL,144,86,0,16,Y,0,N,0,0,144,Y,0,N,0,0,0,0,0,N,11704
2001,0,BM,N,TELOK BLANGAH HTS,130,86,0,30,Y,0,N,0,72,0,N,58,N,0,0,0,0,0,N,11705
1973,0,KWN,N,WHAMPOA DR,198,86,0,16,Y,0,N,0,1,197,Y,0,N,0,0,0,0,0,N,11706
2015,0,QT,N,DAWSON RD,0,86A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11707
2001,0,BM,N,TELOK BLANGAH HTS,0,86A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,11708
1994,0,JW,N,JURONG WEST ST 81,60,860,60,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11709
1987,0,TAP,N,TAMPINES AVE 5,80,860,80,11,Y,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,11710
1994,0,WL,N,WOODLANDS ST 83,60,860,0,11,Y,0,N,0,20,0,N,40,Y,0,0,0,0,0,N,11711
1988,0,YS,N,YISHUN AVE 4,73,860,0,12,Y,0,N,0,38,0,N,35,N,0,0,0,0,0,N,11712
1987,0,TAP,N,TAMPINES AVE 5,16,860A,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11713
1987,0,TAP,N,TAMPINES AVE 5,16,860B,0,4,Y,0,N,0,6,0,N,10,N,0,0,0,0,0,N,11714
1994,0,JW,N,JURONG WEST ST 81,66,861,66,15,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,11715
1987,0,TAP,N,TAMPINES AVE 5,96,861,0,13,Y,0,N,0,42,0,Y,54,N,0,0,0,0,0,N,11716
1994,0,WL,N,WOODLANDS ST 83,60,861,0,11,Y,0,N,0,60,0,N,0,Y,0,0,0,0,0,N,11717
1986,0,YS,N,YISHUN AVE 4,110,861,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,11718
